student	outcome	fold	KC	*features_2236	*features_2252	*features_2325	*features_2515	*features_2520	*features_2521	*features_2522	*features_2526	*features_2528	*features_2534	*features_2548	*features_2551	*features_2606	*features_2619	*features_2640	*features_2641	*features_2642	*features_2643	*features_2644	*features_2645	*features_2646	*features_2647	*features_2648	*features_2649	*features_2650	*features_2652	*features_2653	*features_2655	*features_2656	*features_2660	*features_2661	*features_2662	*features_2664	*features_2665	*features_2666	*features_2667	*features_2668	*features_2669	*features_2670	*features_2671	*features_2673	*features_2674	*features_2675	*features_2676	*features_2755	*features_2759	*features_2760	*features_2761	*features_2762	*features_2763	*features_2765	*features_2766	*features_2767	*features_2768	*features_2769	*features_2772	*features_2773	*features_2774	*features_2777	*features_2778	*features_2780	*features_2781	*features_2782	*features_2783	*features_2784	*features_2785	*features_2787	*features_2788	*features_2789	*features_2791	*features_2792	*features_2795	*features_2797	*features_2801	*features_2802	*features_2804	*features_2805	*features_2806	*features_2807	*features_2808	*features_2809	*features_2810	*features_2811	*features_2812	*features_2985	*features_2986	*features_2989	*features_2991	*features_2992	*features_2996	*features_2997	*features_2998	*features_2999	*features_3000	*features_3001	*features_3002	*features_3003	*features_3006	*features_3007	*features_3011	*features_3012	*features_3013	*features_3018	*features_3019	*features_3020	*features_3021	*features_3022	*features_3027	*features_3082	*features_3086	*features_jBoolean_Method	*features_jBoolean_Operators	*features_jBoolean_Operators2	*features_jBoolean_Operators3	*features_jBoolean_Var	*features_jIncrement	*features_jMathFuc1	*features_jMathFuc2	*features_jOperator1	*features_jVariable1	*features_jWrapper_Class1	*features_jWrapper_Class2	*features_jWrapper_Class3	*features_jWrapper_Class4
2619	correct	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	1	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	1	0	NULL	NULL	NULL	NULL
2640	incorrect	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	1	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	1	NULL	NULL	NULL	NULL
2640	incorrect	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	1	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	1	0	0	0	NULL	NULL	NULL	NULL
2640	incorrect	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	1	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	1	0	0	NULL	NULL	NULL	NULL
2640	correct	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	1	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	1	0	NULL	NULL	NULL	NULL
2641	incorrect	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	0	1	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	1	NULL	NULL	NULL	NULL
2641	correct	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	0	1	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	1	0	0	0	NULL	NULL	NULL	NULL
2641	correct	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	0	1	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	1	0	0	NULL	NULL	NULL	NULL
2641	incorrect	1	Arithmetic_Operations	0	0	NULL	0	0	NULL	0	NULL	0	NULL	NULL	0	0	0	0	1	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	NULL	0	0	0	NULL	0	0	NULL	NULL	0	NULL	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	1	0	NULL	NULL	NULL	NULL
2236	correct	1	Boolean_Expressions	1	0	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2236	correct	1	Boolean_Expressions	1	0	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2236	correct	1	Boolean_Expressions	1	0	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2236	correct	1	Boolean_Expressions	1	0	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2252	correct	1	Boolean_Expressions	0	1	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2252	incorrect	1	Boolean_Expressions	0	1	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2252	correct	1	Boolean_Expressions	0	1	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2515	incorrect	1	Boolean_Expressions	0	0	NULL	1	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2515	incorrect	1	Boolean_Expressions	0	0	NULL	1	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2515	correct	1	Boolean_Expressions	0	0	NULL	1	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2515	incorrect	1	Boolean_Expressions	0	0	NULL	1	0	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2520	correct	1	Boolean_Expressions	0	0	NULL	0	1	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2520	correct	1	Boolean_Expressions	0	0	NULL	0	1	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2520	correct	1	Boolean_Expressions	0	0	NULL	0	1	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2520	correct	1	Boolean_Expressions	0	0	NULL	0	1	NULL	0	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2522	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	1	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2522	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	1	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2522	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	1	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2522	incorrect	1	Boolean_Expressions	0	0	NULL	0	0	NULL	1	NULL	0	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2528	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	1	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2528	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	1	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2528	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	1	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2528	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	1	NULL	0	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2548	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	0	NULL	1	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2548	incorrect	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	0	NULL	1	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2548	correct	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	0	NULL	1	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2548	incorrect	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	0	NULL	1	NULL	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2606	incorrect	1	Boolean_Expressions	0	0	NULL	0	0	NULL	0	NULL	0	NULL	0	NULL	1	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	NULL	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	NULL	NULL	0	NULL	0	0	0	0	0	0	0	NULL	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
